Index,Task ID,Filename,Title,Priority,Status,Issue Number
351,SPEC-ONLY-WORKFLOW-AUTOMATION-001,task-spec-only-task-workflow-automation-001.md,仕様書修正のみタスクのワークフロー自動化 - タスク指示書,-,-,890
352,SYSTEM-PROMPT-AUDIT-LOG,task-system-prompt-audit-log.md,システムプロンプト監査ログ実装 - タスク実行仕様書,-,-,444
353,SYSTEM-PROMPT-E2E-TEST,task-system-prompt-e2e-test.md,システムプロンプトE2Eテスト追加 - タスク実行仕様書,-,-,445
354,SYSTEM-PROMPT-LLM-API-INTEGRATION,task-system-prompt-llm-api-integration.md,システムプロンプトのLLM API統合 - タスク実行仕様書,-,-,376
355,SYSTEM-PROMPT-PRESET-SEEDING,task-system-prompt-preset-seeding.md,プリセットテンプレートのシード投入 - タスク実行仕様書,-,-,447
356,SYSTEM-PROMPT-RATE-LIMIT,task-system-prompt-rate-limit.md,システムプロンプトレートリミット実装 - タスク実行仕様書,-,-,448
357,SYSTEM-PROMPT-SECRET-WARNING,task-system-prompt-secret-warning.md,システムプロンプト機密情報警告機能 - タスク実行仕様書,-,-,377
358,SYSTEM-PROMPT-TEMPLATE-EXPORT-IMPORT,task-system-prompt-template-export-import.md,システムプロンプトテンプレートのエクスポート/インポート - タスク実行仕様書,-,-,378
359,SYSTEM-PROMPT-TURSO-PRODUCTION,task-system-prompt-turso-production.md,Tursoクラウド同期の本番設定 - タスク実行仕様書,-,-,449
360,TIMESTAMP-ADAPTIVE-INTERVAL,task-timestamp-adaptive-interval.md,タイムスタンプ適応的更新間隔 - タスク指示書,-,-,551
361,TIMESTAMP-VIRTUALIZATION-PERFORMANCE,task-timestamp-virtualization-performance.md,タイムスタンプ仮想化統合テスト - タスク指示書,-,-,552
362,UI-ATOMS-PROP-NAMING,task-ui-atoms-prop-naming.md,UT-UI-ATOMS-PROP-NAMING-001 - タスク指示書,-,-,883
363,UI-ATOMS-SPEC-CLARIFICATION,task-ui-atoms-spec-clarification.md,UT-UI-ATOMS-SPEC-CLARIFICATION-001 - タスク指示書,-,-,884
364,UI-ATOMS-TOUCH-TARGET,task-ui-atoms-touch-target.md,UT-UI-ATOMS-TOUCH-TARGET-001 - タスク指示書,-,-,885
365,UI-FILE-TOOLTIP-IMPROVEMENTS,task-ui-file-tooltip-improvements.md,ファイルホバー時ツールチップ表示機能 - タスク指示書,-,-,379
366,UI-INTEGRATION-MANUAL-TEST,task-ui-integration-manual-test.md,UI統合後の手動テスト実施 - タスク指示書,-,-,403
367,USE-SKILL-EXECUTION-RETRY-EVENTS,task-use-skill-execution-retry-events.md,useSkillExecution リトライイベント対応 - タスク指示書,-,-,615
368,USER-ANALYTICS-EVENT-TRACKING,task-user-analytics-event-tracking.md,ユーザーアナリティクス・イベントトラッキング - タスク指示書,-,-,380
369,UT-ENV-001-CI-NVMRC,task-ut-env-001-ci-nvmrc.md,未タスク指示書: CI node-versionの.nvmrc参照化,-,-,714
370,UT-FIX-5-2-PRELOAD-DIALOG-HARDCODE,task-ut-fix-5-2-preload-dialog-hardcode.md,Preload Dialog API ハードコード削除 - タスク指示書,-,-,755
371,UT-FIX-7-1-001-SKILLSERVICE-TYPE-GUARD,task-ut-fix-7-1-001-skillservice-type-guard.md,SkillService型アサーション→型ガード改善 - タスク指示書,-,-,788
372,UT-FIX-7-1-002-SKILLHANDLERS-SPLIT,task-ut-fix-7-1-002-skillhandlers-split.md,skillHandlers.ts機能別分割 - タスク指示書,-,-,789
373,UT-FIX-7-1-003-IPC-RESPONSE-PATTERN-UNIF,task-ut-fix-7-1-003-ipc-response-pattern-unification.md,IPCレスポンスパターン統一 - タスク指示書,-,-,790
374,UT-FIX-IPC-RESPONSE-UNWRAP-002-PHASE10-S,task-ut-fix-ipc-response-unwrap-002-phase10-spec-alignment.md,UT-FIX-IPC-RESPONSE-UNWRAP-002 - Phase 10仕様書 `import()` 記載整合,-,-,823
375,UT-FIX-IPC-RESPONSE-UNWRAP-003-SAFEINVOK,task-ut-fix-ipc-response-unwrap-003-safeinvokeunwrap-type-guard.md,UT-FIX-IPC-RESPONSE-UNWRAP-003 - `safeInvokeUnwrap` 型アサーション削,-,-,824
376,UT-FIX-SKILL-IMPORT-ID-MISMATCH-001,task-ut-fix-skill-import-id-mismatch-001.md,UT-FIX-SKILL-IMPORT-ID-MISMATCH-001: SkillImportDialog ID/Na,-,-,877
377,UT-FIX-SKILL-IPC-NAMING-P45-001,task-ut-fix-skill-ipc-naming-p45-001.md,skillHandlers IPC引数命名統一（skillId → skillName横展開） - タスク指示書,-,-,858
378,UT-PERF-001-GRAPH-UTILS-PERFORMANCE-BENC,task-ut-perf-001-graph-utils-performance-benchmark.md,グラフユーティリティ性能ベンチマーク基準再設計 - タスク指示書,-,-,810
379,UT-SETTINGSVIEW-INLINE-SELECTOR-MIGRATIO,task-ut-settingsview-inline-selector-migration.md,SettingsView残存インラインセレクタの個別セレクタ移行 - タスク指示書,-,-,802
380,UT-TEST-EVENT-STANDARDIZATION,task-ut-test-event-standardization.md,テストイベントAPI標準化（happy-dom環境fireEvent統一） - タスク指示書,-,-,803
381,UT-TYPE-DATETIME-DOC-001-DATETIME-REPRES,task-ut-type-datetime-doc-001-datetime-representation-guide.md,型日時表現ガイドライン策定 - タスク指示書,-,-,809
382,UT-UI-03-A11Y-DIALOG-001,task-ut-ui-03-a11y-dialog-001.md,UT-UI-03-A11Y-DIALOG-001: AdvancedSettingsPanel ダイアログ a11y 強,-,-,1030
383,UT-UI-03-A11Y-LABEL-001,task-ut-ui-03-a11y-label-001.md,UT-UI-03-A11Y-LABEL-001: 停止ボタン aria-label 設計仕様不一致修正,-,-,1031
384,UT-UI-03-A11Y-RADIOGROUP-001,task-ut-ui-03-a11y-radiogroup-001.md,UT-UI-03-A11Y-RADIOGROUP-001: SkillChip群コンテナに role="radiogro,-,-,1032
385,UT-UI-03-PHASE11-SCREENSHOT-COVERAGE-001,task-ut-ui-03-phase11-screenshot-coverage-001.md,UT-UI-03-PHASE11-SCREENSHOT-COVERAGE-001: Phase 11 スクリーンショット,-,-,1034
386,VALIDATE-DOM-NESTING-BUGFIX,task-validate-dom-nesting-bugfix.md,validateDOMNesting警告修正 - タスク指示書,-,-,595
387,VECTOR-SEARCH-ADVANCED-FILTERS,task-vector-search-advanced-filters.md,ベクトル検索フィルター拡張 - タスク指示書,-,-,616
388,VIM-MODE-KEYBINDINGS,task-vim-mode-keybindings.md,Vimモード・キーバインド機能 - タスク指示書,-,-,381
389,VISUAL-REGRESSION-TESTING,task-visual-regression-testing.md,Visual Regression Testingタスク,-,-,382
390,VITEST-ISOLATION-BUGFIX,task-vitest-isolation-bugfix.md,Vitest テスト分離問題の修正 - タスク指示書,-,-,383
391,VITEST-TEST-UTILITIES-IMPROVEMENT,task-vitest-test-utilities-improvement.md,Vitestテスト共通ユーティリティ整備 - タスク指示書,-,-,684
392,WORKSPACE-CHAT-EDIT-BACKUP-CLEANUP,task-workspace-chat-edit-backup-cleanup.md,Workspace Chat Edit Backup Cleanup - タスク指示書,-,-,491
393,WORKSPACE-CHAT-EDIT-FILE-PREVIEW,task-workspace-chat-edit-file-preview.md,ファイルプレビュー機能 - タスク指示書,-,-,534
394,WORKSPACE-CHAT-EDIT-FILE-SIZE-WARNING-UI,task-workspace-chat-edit-file-size-warning-ui.md,ファイルサイズ警告UI - タスク指示書,-,-,535
395,WORKSPACE-CHAT-EDIT-PERFORMANCE,task-workspace-chat-edit-performance.md,Workspace Chat Edit Performance - タスク指示書,-,-,493
396,WORKSPACE-FILEPATH-DISPLAY,task-workspace-filepath-display.md,ワークスペースファイルパス表示改善 - タスク指示書,-,-,385
397,WORKSPACE-IMPROVEMENTS,task-workspace-improvements.md,Workspace Manager 改善タスク,-,-,573
398,WORKSPACE-TREE-TOGGLE,task-workspace-tree-toggle.md,ワークスペースツリー拡張・トグル機能 - タスク実行仕様書,-,-,386
